№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
3845,Экспресс-кредитование,244,Экспресс-кредитование244,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3846,Экспресс-кредитование,245,Экспресс-кредитование245,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3847,Экспресс-кредитование,246,Экспресс-кредитование246,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3848,Экспресс-кредитование,247,Экспресс-кредитование247,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3849,Экспресс-кредитование,248,Экспресс-кредитование248,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3850,Экспресс-кредитование,249,Экспресс-кредитование249,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3851,Экспресс-кредитование,250,Экспресс-кредитование250,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3852,Экспресс-кредитование,251,Экспресс-кредитование251,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3853,Экспресс-кредитование,252,Экспресс-кредитование252,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3854,Экспресс-кредитование,253,Экспресс-кредитование253,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3855,Экспресс-кредитование,254,Экспресс-кредитование254,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3856,Экспресс-кредитование,255,Экспресс-кредитование255,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3857,Экспресс-кредитование,256,Экспресс-кредитование256,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3858,Экспресс-кредитование,257,Экспресс-кредитование257,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3859,Экспресс-кредитование,258,Экспресс-кредитование258,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3860,Экспресс-кредитование,259,Экспресс-кредитование259,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3861,Экспресс-кредитование,260,Экспресс-кредитование260,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3862,Экспресс-кредитование,261,Экспресс-кредитование261,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3863,Экспресс-кредитование,262,Экспресс-кредитование262,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3864,Экспресс-кредитование,263,Экспресс-кредитование263,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3865,Экспресс-кредитование,264,Экспресс-кредитование264,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3866,Экспресс-кредитование,265,Экспресс-кредитование265,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3867,Экспресс-кредитование,266,Экспресс-кредитование266,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3868,Экспресс-кредитование,267,Экспресс-кредитование267,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3869,Экспресс-кредитование,268,Экспресс-кредитование268,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3870,Экспресс-кредитование,269,Экспресс-кредитование269,0.17067702947284,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3871,Экспресс-кредитование,270,Экспресс-кредитование270,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3872,Экспресс-кредитование,271,Экспресс-кредитование271,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3873,Экспресс-кредитование,272,Экспресс-кредитование272,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3874,Экспресс-кредитование,273,Экспресс-кредитование273,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3875,Экспресс-кредитование,274,Экспресс-кредитование274,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3876,Экспресс-кредитование,275,Экспресс-кредитование275,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3877,Экспресс-кредитование,276,Экспресс-кредитование276,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3878,Экспресс-кредитование,277,Экспресс-кредитование277,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3879,Экспресс-кредитование,278,Экспресс-кредитование278,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3880,Экспресс-кредитование,279,Экспресс-кредитование279,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3881,Экспресс-кредитование,280,Экспресс-кредитование280,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3882,Экспресс-кредитование,281,Экспресс-кредитование281,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3883,Экспресс-кредитование,282,Экспресс-кредитование282,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3884,Экспресс-кредитование,283,Экспресс-кредитование283,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3885,Экспресс-кредитование,284,Экспресс-кредитование284,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3886,Экспресс-кредитование,285,Экспресс-кредитование285,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3887,Экспресс-кредитование,286,Экспресс-кредитование286,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3888,Экспресс-кредитование,287,Экспресс-кредитование287,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3889,Экспресс-кредитование,288,Экспресс-кредитование288,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3890,Экспресс-кредитование,289,Экспресс-кредитование289,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3891,Экспресс-кредитование,290,Экспресс-кредитование290,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3892,Экспресс-кредитование,291,Экспресс-кредитование291,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3893,Экспресс-кредитование,292,Экспресс-кредитование292,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3894,Экспресс-кредитование,293,Экспресс-кредитование293,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3895,Экспресс-кредитование,294,Экспресс-кредитование294,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3896,Экспресс-кредитование,295,Экспресс-кредитование295,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3897,Экспресс-кредитование,296,Экспресс-кредитование296,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3898,Экспресс-кредитование,297,Экспресс-кредитование297,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3899,Экспресс-кредитование,298,Экспресс-кредитование298,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3900,Экспресс-кредитование,299,Экспресс-кредитование299,0.15372619446719,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3901,Экспресс-кредитование,300,Экспресс-кредитование300,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3902,Экспресс-кредитование,301,Экспресс-кредитование301,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3903,Экспресс-кредитование,302,Экспресс-кредитование302,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3904,Экспресс-кредитование,303,Экспресс-кредитование303,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3905,Экспресс-кредитование,304,Экспресс-кредитование304,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3906,Экспресс-кредитование,305,Экспресс-кредитование305,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3907,Экспресс-кредитование,306,Экспресс-кредитование306,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3908,Экспресс-кредитование,307,Экспресс-кредитование307,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3909,Экспресс-кредитование,308,Экспресс-кредитование308,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3910,Экспресс-кредитование,309,Экспресс-кредитование309,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3911,Экспресс-кредитование,310,Экспресс-кредитование310,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3912,Экспресс-кредитование,311,Экспресс-кредитование311,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3913,Экспресс-кредитование,312,Экспресс-кредитование312,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3914,Экспресс-кредитование,313,Экспресс-кредитование313,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3915,Экспресс-кредитование,314,Экспресс-кредитование314,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3916,Экспресс-кредитование,315,Экспресс-кредитование315,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3917,Экспресс-кредитование,316,Экспресс-кредитование316,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3918,Экспресс-кредитование,317,Экспресс-кредитование317,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3919,Экспресс-кредитование,318,Экспресс-кредитование318,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3920,Экспресс-кредитование,319,Экспресс-кредитование319,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3921,Экспресс-кредитование,320,Экспресс-кредитование320,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3922,Экспресс-кредитование,321,Экспресс-кредитование321,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3923,Экспресс-кредитование,322,Экспресс-кредитование322,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3924,Экспресс-кредитование,323,Экспресс-кредитование323,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3925,Экспресс-кредитование,324,Экспресс-кредитование324,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3926,Экспресс-кредитование,325,Экспресс-кредитование325,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3927,Экспресс-кредитование,326,Экспресс-кредитование326,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3928,Экспресс-кредитование,327,Экспресс-кредитование327,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3929,Экспресс-кредитование,328,Экспресс-кредитование328,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3930,Экспресс-кредитование,329,Экспресс-кредитование329,0.13873537673342,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3931,Экспресс-кредитование,330,Экспресс-кредитование330,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3932,Экспресс-кредитование,331,Экспресс-кредитование331,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3933,Экспресс-кредитование,332,Экспресс-кредитование332,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3934,Экспресс-кредитование,333,Экспресс-кредитование333,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3935,Экспресс-кредитование,334,Экспресс-кредитование334,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3936,Экспресс-кредитование,335,Экспресс-кредитование335,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3937,Экспресс-кредитование,336,Экспресс-кредитование336,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3938,Экспресс-кредитование,337,Экспресс-кредитование337,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3939,Экспресс-кредитование,338,Экспресс-кредитование338,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3940,Экспресс-кредитование,339,Экспресс-кредитование339,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3941,Экспресс-кредитование,340,Экспресс-кредитование340,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3942,Экспресс-кредитование,341,Экспресс-кредитование341,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
3943,Экспресс-кредитование,342,Экспресс-кредитование342,0.12346787807682,0.7616,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
