№,Продукт,"Дни просрочки",Сцепка,"Вероятность взыскания","Ставка резерва",База,"Расчет суммы",Потери,База,Расчет,Потери,"Истина/ Ложь для резерва по стандартному сценарию","Истина/ Ложь для резерва по сценарию реструктуризации"
208,Автокредиты,207,Автокредиты207,0.2886413124097,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
209,Автокредиты,208,Автокредиты208,0.2886413124097,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
210,Автокредиты,209,Автокредиты209,0.2886413124097,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
211,Автокредиты,210,Автокредиты210,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
212,Автокредиты,211,Автокредиты211,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
213,Автокредиты,212,Автокредиты212,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
214,Автокредиты,213,Автокредиты213,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
215,Автокредиты,214,Автокредиты214,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
216,Автокредиты,215,Автокредиты215,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
217,Автокредиты,216,Автокредиты216,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
218,Автокредиты,217,Автокредиты217,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
219,Автокредиты,218,Автокредиты218,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
220,Автокредиты,219,Автокредиты219,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
221,Автокредиты,220,Автокредиты220,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
222,Автокредиты,221,Автокредиты221,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
223,Автокредиты,222,Автокредиты222,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
224,Автокредиты,223,Автокредиты223,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
225,Автокредиты,224,Автокредиты224,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
226,Автокредиты,225,Автокредиты225,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
227,Автокредиты,226,Автокредиты226,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
228,Автокредиты,227,Автокредиты227,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
229,Автокредиты,228,Автокредиты228,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
230,Автокредиты,229,Автокредиты229,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
231,Автокредиты,230,Автокредиты230,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
232,Автокредиты,231,Автокредиты231,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
233,Автокредиты,232,Автокредиты232,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
234,Автокредиты,233,Автокредиты233,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
235,Автокредиты,234,Автокредиты234,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
236,Автокредиты,235,Автокредиты235,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
237,Автокредиты,236,Автокредиты236,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
238,Автокредиты,237,Автокредиты237,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
239,Автокредиты,238,Автокредиты238,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
240,Автокредиты,239,Автокредиты239,0.2392856250617,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
241,Автокредиты,240,Автокредиты240,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
242,Автокредиты,241,Автокредиты241,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
243,Автокредиты,242,Автокредиты242,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
244,Автокредиты,243,Автокредиты243,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
245,Автокредиты,244,Автокредиты244,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
246,Автокредиты,245,Автокредиты245,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
247,Автокредиты,246,Автокредиты246,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
248,Автокредиты,247,Автокредиты247,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
249,Автокредиты,248,Автокредиты248,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
250,Автокредиты,249,Автокредиты249,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
251,Автокредиты,250,Автокредиты250,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
252,Автокредиты,251,Автокредиты251,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
253,Автокредиты,252,Автокредиты252,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
254,Автокредиты,253,Автокредиты253,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
255,Автокредиты,254,Автокредиты254,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
256,Автокредиты,255,Автокредиты255,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
257,Автокредиты,256,Автокредиты256,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
258,Автокредиты,257,Автокредиты257,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
259,Автокредиты,258,Автокредиты258,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
260,Автокредиты,259,Автокредиты259,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
261,Автокредиты,260,Автокредиты260,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
262,Автокредиты,261,Автокредиты261,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
263,Автокредиты,262,Автокредиты262,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
264,Автокредиты,263,Автокредиты263,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
265,Автокредиты,264,Автокредиты264,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
266,Автокредиты,265,Автокредиты265,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
267,Автокредиты,266,Автокредиты266,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
268,Автокредиты,267,Автокредиты267,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
269,Автокредиты,268,Автокредиты268,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
270,Автокредиты,269,Автокредиты269,0.20366176065902,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
271,Автокредиты,270,Автокредиты270,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
272,Автокредиты,271,Автокредиты271,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
273,Автокредиты,272,Автокредиты272,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
274,Автокредиты,273,Автокредиты273,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
275,Автокредиты,274,Автокредиты274,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
276,Автокредиты,275,Автокредиты275,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
277,Автокредиты,276,Автокредиты276,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
278,Автокредиты,277,Автокредиты277,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
279,Автокредиты,278,Автокредиты278,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
280,Автокредиты,279,Автокредиты279,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
281,Автокредиты,280,Автокредиты280,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
282,Автокредиты,281,Автокредиты281,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
283,Автокредиты,282,Автокредиты282,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
284,Автокредиты,283,Автокредиты283,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
285,Автокредиты,284,Автокредиты284,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
286,Автокредиты,285,Автокредиты285,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
287,Автокредиты,286,Автокредиты286,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
288,Автокредиты,287,Автокредиты287,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
289,Автокредиты,288,Автокредиты288,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
290,Автокредиты,289,Автокредиты289,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
291,Автокредиты,290,Автокредиты290,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
292,Автокредиты,291,Автокредиты291,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
293,Автокредиты,292,Автокредиты292,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
294,Автокредиты,293,Автокредиты293,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
295,Автокредиты,294,Автокредиты294,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
296,Автокредиты,295,Автокредиты295,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
297,Автокредиты,296,Автокредиты296,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
298,Автокредиты,297,Автокредиты297,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
299,Автокредиты,298,Автокредиты298,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
300,Автокредиты,299,Автокредиты299,0.17204403702195,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
301,Автокредиты,300,Автокредиты300,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
302,Автокредиты,301,Автокредиты301,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
303,Автокредиты,302,Автокредиты302,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
304,Автокредиты,303,Автокредиты303,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
305,Автокредиты,304,Автокредиты304,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
306,Автокредиты,305,Автокредиты305,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
307,Автокредиты,306,Автокредиты306,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
308,Автокредиты,307,Автокредиты307,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
309,Автокредиты,308,Автокредиты308,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
310,Автокредиты,309,Автокредиты309,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
311,Автокредиты,310,Автокредиты310,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
312,Автокредиты,311,Автокредиты311,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
313,Автокредиты,312,Автокредиты312,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
314,Автокредиты,313,Автокредиты313,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
315,Автокредиты,314,Автокредиты314,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
316,Автокредиты,315,Автокредиты315,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
317,Автокредиты,316,Автокредиты316,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
318,Автокредиты,317,Автокредиты317,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
319,Автокредиты,318,Автокредиты318,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
320,Автокредиты,319,Автокредиты319,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
321,Автокредиты,320,Автокредиты320,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
322,Автокредиты,321,Автокредиты321,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
323,Автокредиты,322,Автокредиты322,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
324,Автокредиты,323,Автокредиты323,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
325,Автокредиты,324,Автокредиты324,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
326,Автокредиты,325,Автокредиты325,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
327,Автокредиты,326,Автокредиты326,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
328,Автокредиты,327,Автокредиты327,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
329,Автокредиты,328,Автокредиты328,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
330,Автокредиты,329,Автокредиты329,0.14852905126234,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
331,Автокредиты,330,Автокредиты330,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
332,Автокредиты,331,Автокредиты331,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
333,Автокредиты,332,Автокредиты332,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
334,Автокредиты,333,Автокредиты333,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
335,Автокредиты,334,Автокредиты334,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
336,Автокредиты,335,Автокредиты335,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
337,Автокредиты,336,Автокредиты336,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
338,Автокредиты,337,Автокредиты337,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
339,Автокредиты,338,Автокредиты338,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
340,Автокредиты,339,Автокредиты339,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
341,Автокредиты,340,Автокредиты340,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
342,Автокредиты,341,Автокредиты341,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
343,Автокредиты,342,Автокредиты342,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
344,Автокредиты,343,Автокредиты343,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
345,Автокредиты,344,Автокредиты344,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
346,Автокредиты,345,Автокредиты345,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
347,Автокредиты,346,Автокредиты346,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
348,Автокредиты,347,Автокредиты347,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
349,Автокредиты,348,Автокредиты348,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
350,Автокредиты,349,Автокредиты349,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
351,Автокредиты,350,Автокредиты350,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
352,Автокредиты,351,Автокредиты351,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
353,Автокредиты,352,Автокредиты352,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
354,Автокредиты,353,Автокредиты353,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
355,Автокредиты,354,Автокредиты354,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
356,Автокредиты,355,Автокредиты355,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
357,Автокредиты,356,Автокредиты356,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
358,Автокредиты,357,Автокредиты357,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
359,Автокредиты,358,Автокредиты358,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
360,Автокредиты,359,Автокредиты359,0.13123003339932,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
361,Автокредиты,360,Автокредиты360,0.10828063826942,0.5704,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
362,Автокредиты,361,Автокредиты361,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
363,Автокредиты,362,Автокредиты362,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
364,Автокредиты,363,Автокредиты363,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
365,Автокредиты,364,Автокредиты364,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
366,Автокредиты,365,Автокредиты365,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
367,Автокредиты,366,Автокредиты366,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
368,Автокредиты,367,Автокредиты367,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
369,Автокредиты,368,Автокредиты368,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
370,Автокредиты,369,Автокредиты369,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
371,Автокредиты,370,Автокредиты370,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
372,Автокредиты,371,Автокредиты371,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
373,Автокредиты,372,Автокредиты372,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
374,Автокредиты,373,Автокредиты373,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
375,Автокредиты,374,Автокредиты374,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
376,Автокредиты,375,Автокредиты375,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
377,Автокредиты,376,Автокредиты376,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
378,Автокредиты,377,Автокредиты377,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
379,Автокредиты,378,Автокредиты378,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
380,Автокредиты,379,Автокредиты379,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
381,Автокредиты,380,Автокредиты380,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
382,Автокредиты,381,Автокредиты381,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
383,Автокредиты,382,Автокредиты382,0.10828063826942,0.7114,#VALUE!,#VALUE!,#VALUE!,,,,FALSE,FALSE
